query	381	alternative medicine
query	382	hydrogen fuel automobiles
query	383	mental illness drugs
query	384	space station moon
query	385	hybrid fuel cars
query	386	teaching disabled children
query	387	radioactive waste
query	388	organic soil enhancement
query	389	illegal technology transfer
query	390	orphan drugs
query	391	R&D drug prices
query	392	robotics
query	393	mercy killing
query	394	home schooling
query	395	tourism
query	396	sick building syndrome
query	397	automobile recalls
query	398	dismantling Europe's arsenal
query	399	oceanographic vessels
query	400	Amazon rain forest
query	401	foreign minorities, Germany
query	402	behavioral genetics
query	403	osteoporosis
query	404	Ireland, peace talks
query	405	cosmic events
query	406	Parkinson's disease
query	407	poaching, wildlife preserves
query	408	tropical storms
query	409	legal, Pan Am, 103
query	410	Schengen agreement
query	411	salvaging, shipwreck, treasure
query	412	airport security
query	413	steel production
query	414	Cuba, sugar, exports
query	415	drugs, Golden Triangle
query	416	Three Gorges Project
query	417	creativity
query	418	quilts, income
query	419	recycle, automobile tires
query	420	carbon monoxide poisoning
query	421	industrial waste disposal
query	422	art, stolen, forged
query	423	Milosevic, Mirjana Markovic
query	424	suicides
query	425	counterfeiting money
query	426	law enforcement, dogs
query	427	UV damage, eyes
query	428	declining birth rates
query	429	Legionnaires' disease
query	430	killer bee attacks
query	431	robotic technology
query	432	profiling, motorists, police
query	433	Greek, philosophy, stoicism
query	434	Estonia, economy
query	435	curbing population growth
query	436	railway accidents
query	437	deregulation, gas, electric
query	438	tourism, increase
query	439	inventions, scientific discoveries
query	440	child labor
query	441	Lyme disease
query	442	heroic acts
query	443	U.S., investment, Africa
query	444	supercritical fluids
query	445	women clergy
query	446	tourists, violence
query	447	Stirling engine
query	448	ship losses
query	449	antibiotics ineffectiveness
query	450	King Hussein, peace
query	601	Turkey Iraq water
query	602	Czech, Slovak sovereignty
query	603	Tobacco cigarette lawsuit
query	604	Lyme disease arthritis
query	605	Great Britain health care
query	606	leg traps ban
query	607	human genetic code
query	608	taxing social security
query	609	per capita alcohol consumption
query	610	minimum wage adverse impact
query	611	Kurds Germany violence
query	612	Tibet protesters
query	613	Berlin wall disposal
query	614	Flavr Savr tomato
query	615	timber exports Asia
query	616	Volkswagen Mexico
query	617	Russia Cuba economy
query	618	Ayatollah Khomeini death
query	619	Winnie Mandela scandal
query	620	France nuclear testing
query	621	women ordained Church of England
query	622	price fixing
query	623	toxic chemical weapon
query	624	SDI Star Wars
query	625	arrests bombing WTC
query	626	human stampede
query	627	Russian food crisis
query	628	U.S. invasion of Panama
query	629	abortion clinic attack
query	630	Gulf War Syndrome
query	631	Mandela South Africa President
query	632	southeast Asia tin mining
query	633	Welsh devolution
query	634	L-tryptophan deaths
query	635	doctor assisted suicides
query	636	jury duty exemptions
query	637	human growth hormone (HGH)
query	638	wrongful convictions
query	639	consumer on-line shopping
query	640	maternity leave policies
query	641	Valdez wildlife marine life
query	642	Tiananmen Square protesters
query	643	salmon dams Pacific northwest
query	644	exotic animals import
query	645	software piracy
query	646	food stamps increase
query	647	windmill electricity
query	648	family leave law
query	649	computer viruses
query	650	tax evasion indicted
query	651	U.S. ethnic population
query	652	OIC Balkans 1990s
query	653	ETA Basque terrorism
query	654	same-sex schools
query	655	ADD diagnosis treatment
query	656	lead poisoning children
query	657	school prayer banned
query	658	teenage pregnancy
query	659	cruise health safety
query	660	whale watching California
query	661	melanoma treatment causes
query	662	telemarketer protection
query	663	Agent Orange exposure
query	664	American Indian Museum
query	665	poverty Africa sub-Sahara
query	666	Thatcher resignation impact
query	667	unmarried-partner households
query	668	poverty, disease
query	669	Islamic Revolution
query	670	U.S. elections apathy
query	671	Salvation Army benefits
query	672	NRA membership profile
query	673	Soviet withdrawal Afghanistan
query	674	Greenpeace prosecuted
query	675	Olympics training swimming
query	676	poppy cultivation
query	677	Leaning Tower of Pisa
query	678	joint custody impact
query	679	opening adoption records
query	680	immigrants Spanish school
query	681	wind power location
query	682	adult immigrants English
query	683	Czechoslovakia breakup
query	684	part-time benefits
query	685	Oscar winner selection
query	686	Argentina pegging dollar
query	687	Northern Ireland industry
query	688	non-U.S. media bias
query	689	family-planning aid
query	690	college education advantage
query	691	clear-cutting forests
query	692	prostate cancer detection treatment
query	693	newspapers electronic media
query	694	compost pile
query	695	white collar crime sentence
query	696	safety plastic surgery
query	697	air traffic controller
query	698	literacy rates Africa
query	699	term limits
query	700	gasoline tax U.S.
